0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1.8896941,1.3962917,1.6814181,1.4104483,2.377938,0.0,2.9607582,1.0869019,3.0342069,3.5871668,2.3862479,2.3659835,1.7124871,2.2887256,0.0,2.5835538,1.9720525,0.0,0.0,0.0,2.5477698,1.905084,2.9302557,2.3934262,3.763748,1.0173731,0.0,1.539867,0.55955863,0.0,1.7540478,1.1715274
1.5160648,0.9417542,0.0,1.709576,2.5693717,0.0,1.6890042,1.8684217,4.335875,1.07863,1.9655805,1.8404429,3.118923,1.0718945,0.0,2.9924242,1.2384567,0.0,0.0,0.0,1.9993325,0.9255582,1.6249295,1.4985293,1.4744788,0.98899144,0.0,1.3261689,0.9977053,0.0,2.0233881,1.7512469
2.886513,1.5844535,2.4640157,1.186348,3.413561,0.0,4.390226,2.7724993,6.7058735,3.181571,3.8845391,2.1047947,2.525189,3.0320842,0.0,2.419041,2.9035568,0.0,0.0,0.0,2.7149773,2.0994985,4.0904994,3.2285047,3.2112212,1.1941437,0.0,0.9268751,1.0114785,0.0,2.3153446,3.4697416
1.8625072,1.1914793,1.7836709,1.5613841,2.580707,0.0,2.6956346,1.2047912,3.2026365,4.56601,2.6304069,2.4379325,1.7971122,2.507049,0.0,3.5139735,1.9894611,0.0,0.0,0.0,2.6165106,1.6947407,3.0076911,2.2433696,3.6520119,0.9879156,0.0,1.3905821,0.8813703,0.0,1.3493716,1.4363586
0.6551548,0.7463798,1.6335648,0.92198575,2.3705118,0.0,2.2106302,0.7531619,2.8566818,2.1026535,2.6685348,1.1335192,1.7040842,1.2220023,0.0,0.5964498,2.409737,0.0,0.0,0.0,3.024687,1.5118558,2.6460161,1.6564947,1.3770156,1.7257186,0.0,1.6788353,0.9064479,0.0,0.93501365,2.025171
1.6127697,1.2765516,1.025507,0.68588847,1.8959519,0.0,1.8923489,2.597222,5.199703,1.1607114,1.8934734,1.438319,2.2732897,1.8739347,0.0,1.485595,1.426974,0.0,0.0,0.0,0.62884974,1.5309871,2.455471,1.7343554,1.2886318,1.3862604,0.0,1.0695255,2.241301,0.0,2.4645429,3.2157996
2.285446,2.3087316,2.329584,1.3287002,2.289485,0.0,3.0433457,3.6912873,6.1265574,2.5695767,2.3572795,2.9301846,0.8783852,2.5628593,0.0,1.5283829,0.9909211,0.0,0.0,0.0,2.338155,1.1456817,2.2227125,2.007632,3.5336027,0.57127875,0.0,0.7634029,0.65033364,0.0,1.5273751,3.2307823
1.39793,1.9554745,1.9437213,1.039212,1.9582715,0.0,2.830374,1.3105321,3.9297557,2.7920032,2.642491,2.5898595,0.27666825,2.1570153,0.0,1.4622177,2.1095688,0.0,0.0,0.0,1.9923913,2.3204055,3.0880408,2.2370698,4.070158,0.48580888,0.0,0.96844184,1.0219184,0.0,1.292375,1.4158261
0.8739511,0.6909535,1.8379157,0.65205747,3.1315598,0.0,1.7534113,1.1575903,3.0213661,4.1060433,4.1550665,1.218687,1.6601431,1.655199,0.0,2.6997697,2.2679095,0.0,0.0,0.0,2.2480638,1.0372266,3.227092,2.6730616,2.017866,1.5612204,0.0,1.0257357,0.8928392,0.0,0.8620605,2.5252273
1.568093,1.6707954,1.3882035,1.6052521,2.4261618,0.0,2.689439,0.9766455,3.1634877,1.958706,2.3041599,2.2498558,0.99390036,1.4156404,0.0,1.5632191,2.1349397,0.0,0.0,0.0,2.9285038,2.0520132,2.5662982,1.6630887,3.432391,0.51735365,0.0,1.4600955,0.5140997,0.0,1.2191627,0.820099
2.0906472,1.530491,2.5019946,0.6710494,2.6841762,0.0,3.1706822,1.9070886,5.1083784,4.134417,3.3691366,2.2885737,1.293396,3.2163832,0.0,2.4720495,2.2894988,0.0,0.0,0.0,1.3950814,2.2076511,3.3785574,2.4903781,3.5224314,0.80460405,0.0,0.8641771,1.5519662,0.0,1.6475252,2.7217417
1.1740278,1.6447517,0.5000195,0.9559738,1.3276224,0.0,1.5457755,1.9261593,3.8824298,0.76356655,1.3885413,1.9684572,1.2972894,1.3569391,0.0,1.5229145,1.0018052,0.0,0.0,0.0,0.55875343,1.6113297,2.0004191,1.6115055,2.2848487,0.7774526,0.0,0.97929186,1.6199377,0.0,2.134986,1.7424905
2.1992586,0.70144206,2.2526305,0.38635665,3.1403155,0.0,3.1363347,1.4216404,4.2580605,3.9719381,3.284705,1.4181901,3.0556078,3.1132677,0.0,2.1308935,2.2929897,0.0,0.0,0.0,1.7458804,1.7783817,2.986981,2.6183107,2.1771874,1.8103653,0.0,1.6699053,1.1163589,0.0,2.3180058,2.9585395
0.51535684,1.0897461,1.2002468,0.33988363,1.2662954,0.0,0.6467491,2.2148411,3.7384822,3.3283544,2.3203483,1.5633534,1.0925021,1.9448476,0.0,2.6808364,1.0350485,0.0,0.0,0.0,0.0,1.0730088,2.810972,2.0660396,1.6988175,1.5254414,0.0,0.5241477,2.6324642,0.0,1.5254351,3.1284304
1.472105,0.5404359,1.5370997,1.4014341,2.6235363,0.0,1.9713596,0.85780245,1.6371956,2.6888764,1.8936651,0.7363977,2.4091935,1.2535676,0.0,1.6137606,2.1695719,0.0,0.0,0.0,3.1967423,1.3828346,2.624145,1.1923891,1.2866688,2.029917,0.0,2.2486784,1.1770744,0.0,1.4020143,1.8132751
1.8436751,1.2591697,0.5714975,1.1354316,1.8101016,0.0,1.8938444,1.7222899,4.315477,2.0240612,1.1611851,2.4874928,2.5068011,2.3855207,0.0,2.7661984,0.7895626,0.0,0.0,0.0,0.4310762,1.6619095,1.4290698,1.3884662,2.5655107,0.68622106,0.0,1.3454186,1.6583983,0.0,2.5641453,1.543989
1.526537,1.5034982,1.8696338,1.0413693,3.400011,0.0,2.8863695,1.7490097,5.53302,2.0063992,4.095806,1.8261753,1.2225978,1.6999042,0.0,1.5559132,2.7584367,0.0,0.0,0.0,2.6387765,1.8893356,3.038408,2.0322547,2.395019,0.5043989,0.0,0.77497125,0.99055624,0.0,0.8576241,2.580456
1.930045,1.3306317,1.705178,1.2541963,2.082282,0.0,2.8931599,0.7286097,3.0614922,2.428623,1.292196,2.164072,1.6682906,2.379885,0.0,1.1737087,1.9304677,0.0,0.0,0.0,2.265263,2.4354076,2.0122836,0.96614736,3.0308347,0.8144134,0.0,2.0304434,1.123162,0.0,1.6867601,1.0010784
1.7402599,1.1134104,2.417804,0.47815645,2.8529162,0.0,3.3290818,1.6437169,5.2472625,4.3558254,3.8195496,2.167222,2.114081,3.2479792,0.0,2.3251567,2.406647,0.0,0.0,0.0,1.7899184,1.840304,3.36248,3.0611687,2.9707131,1.3249271,0.0,0.97188276,1.1410466,0.0,1.7375225,3.0147405
1.9677099,0.97417873,0.69792295,0.4563146,2.4863496,0.0,2.0685017,1.8657893,5.14037,1.0655521,1.9351224,1.645361,3.349528,2.2193148,0.0,1.5580422,1.1198484,0.0,0.0,0.0,0.3559561,1.62329,1.3974193,1.593985,1.2713847,1.1391125,0.0,1.5837163,1.5699228,0.0,2.9608264,2.6293278
1.9743956,1.0901748,2.1075628,1.5001978,3.3972483,0.0,2.1315317,1.8124299,4.4370184,3.7841039,3.1521673,1.673016,1.447489,2.224191,0.0,3.1845844,2.4251566,0.0,0.0,0.0,2.3550413,1.7852966,2.8465736,0.9395701,2.253995,0.6216864,0.0,1.101366,2.036848,0.0,0.6158931,2.5696626
0.8699846,1.6108617,1.6693122,1.1401527,1.315727,0.0,2.004229,2.107016,3.466348,2.2494557,1.2858676,2.4861147,0.85072625,1.7292569,0.0,0.38786814,0.63164026,0.0,0.0,0.0,2.7066934,0.6678176,1.1918138,1.2456586,2.4666991,1.1042788,0.0,1.3960017,0.1769152,0.0,0.8150402,2.1538785
1.8989617,1.3808371,0.5287245,1.3539478,2.2523444,0.0,1.5289713,2.3546145,4.1962786,2.68731,2.193395,2.2091618,2.1928182,1.8994608,0.0,4.066859,0.89991313,0.0,0.0,0.0,0.66148394,1.1650562,2.3587997,2.2309296,2.8061635,0.7497671,0.0,0.7809504,1.5002333,0.0,2.318028,1.9530255
1.4218283,1.3229437,0.6085819,1.5240823,1.69869,0.0,1.4366897,2.8469334,2.8082538,2.926713,2.3735678,1.3816807,2.0168614,0.93632114,0.0,3.9302409,1.1319712,0.0,0.0,0.0,1.6339523,0.48958912,3.9842365,3.575294,2.570084,2.0404384,0.0,0.6905072,1.2224996,0.0,2.5105042,2.4888513
2.309412,1.1702449,1.9448909,0.8501896,3.1198742,0.0,2.1127224,1.5621115,2.4420958,2.7146988,2.7245672,0.75333405,1.6753893,1.7301897,0.0,1.9749812,2.1156747,0.0,0.0,0.0,1.7007829,1.8022176,3.0705981,1.742706,2.2717545,1.372658,0.0,1.6860265,1.3799814,0.0,1.9747024,2.204178
0.43711945,0.9693794,0.0,0.8550937,1.1679962,0.0,0.9604723,0.67301697,2.0286934,0.34326145,0.86810946,1.5441475,2.0020256,0.72012275,0.0,0.8890941,0.7039223,0.0,0.0,0.0,1.004308,1.1787617,1.044068,1.271941,1.3754373,1.2542754,0.0,1.663645,0.91118383,0.0,1.997041,0.843264
0.36133456,1.0635514,0.74967325,1.4474447,1.3021042,0.0,1.5869621,2.5954874,4.2476554,2.3272061,2.3980334,1.5819358,1.9003488,0.8960702,0.0,2.5051038,1.645097,0.0,0.0,0.0,2.4149709,0.537101,3.6639984,2.917363,1.427131,2.1140342,0.0,0.57200825,1.6358336,0.0,1.4754144,3.1247938
1.0692226,1.3912505,2.0788443,0.20007879,1.099888,0.0,1.5298958,2.0931811,2.3593442,2.4442625,1.0118577,1.5269014,0.92657924,2.0953133,0.0,0.0,0.40960157,0.0,0.0,0.0,1.2656775,0.768216,1.2730978,1.3036611,1.9498483,1.7917295,0.0,1.6579012,0.77653426,0.0,1.668156,2.7309039
2.9724147,1.157187,1.767798,1.9778756,3.0631738,0.0,2.950206,1.854689,2.9311337,2.8158374,1.76556,1.274584,2.5436041,1.9185071,0.0,2.7340817,2.2685652,0.0,0.0,0.0,3.115963,1.8976955,3.1089647,1.346547,2.557412,1.4053532,0.0,2.0690446,1.2482344,0.0,2.1154635,1.8502584
2.63383,1.1197213,1.5810058,0.92447025,3.5086102,0.0,2.4560678,1.1483703,2.9434588,1.3288767,2.3414109,0.8229106,2.3174062,1.6786294,0.0,1.1579515,2.141911,0.0,0.0,0.0,1.9109603,2.1242201,2.0468628,0.96198124,1.8622355,0.96746856,0.0,2.1254017,1.0267018,0.0,2.1752303,1.7076558
0.8622278,1.2004545,0.36421564,1.8299755,1.2478288,0.0,0.9437042,2.082861,2.554322,2.6274214,1.3754734,1.8241477,1.5636442,0.8610896,0.0,3.5003917,1.0029148,0.0,0.0,0.0,1.8440802,0.7507411,2.8641946,1.9817122,2.2388973,1.4474651,0.0,0.9585658,1.6630785,0.0,1.5587176,1.705892
1.6716459,1.1403258,2.4527943,1.416382,2.666375,0.0,2.8540158,2.1710014,4.721332,4.9876895,3.43597,2.0364563,1.5311942,2.6323695,0.0,3.4152374,2.5967546,0.0,0.0,0.0,2.824309,1.5500696,4.077882,2.4939144,2.874539,1.391807,0.0,0.8309604,1.7618425,0.0,0.90486676,3.110502
1.5195478,1.6066736,0.70997757,1.6907995,2.083699,0.0,1.9917406,2.4380064,6.0382185,1.9395555,2.0849416,2.8687346,1.7936982,1.9456781,0.0,3.219083,1.3216623,0.0,0.0,0.0,1.3999176,1.5335861,2.1638181,1.5411905,2.6482656,0.22970429,0.0,0.60351336,1.9363943,0.0,1.5795728,2.162348
1.0845196,1.2477047,1.2224988,0.4567483,1.6589042,0.0,1.5990688,2.203621,5.6039457,1.5048782,1.8147002,1.8928759,1.8220158,2.1774232,0.0,1.0995599,1.2963437,0.0,0.0,0.0,0.30025202,1.7584075,1.9609493,1.2545764,1.2537131,1.0348186,0.0,1.0185024,2.6469815,0.0,1.9384692,3.091436
1.2434539,0.9106925,0.088566124,1.104174,2.001065,0.0,1.4779059,1.2320058,3.6152341,1.5466691,1.6013976,2.0720751,2.807651,1.5899367,0.0,2.5290077,0.8334927,0.0,0.0,0.0,1.0065613,1.1546293,1.213192,1.6089165,1.8632526,0.9443889,0.0,1.4114583,1.0290247,0.0,2.247604,1.3112415
2.855981,1.5445404,0.7500533,1.6220623,2.192745,0.0,2.5328596,2.5770752,4.9533644,2.0727015,1.1287172,2.518262,2.8923516,2.5523846,0.0,3.5103443,0.9448863,0.0,0.0,0.0,0.7905043,1.7942486,2.1165638,1.7407973,3.0949368,0.7296187,0.0,1.3468581,1.7246934,0.0,3.230422,1.8314767
2.0408552,0.90003276,1.7093892,1.0867757,3.3762057,0.0,2.216437,1.1927748,2.8222384,3.878109,3.3000948,1.4320543,2.1488514,2.0686717,0.0,3.1940129,2.0302598,0.0,0.0,0.0,2.1121075,1.4317204,2.8078058,2.1818805,2.66599,1.1451012,0.0,1.4401582,0.8072743,0.0,1.5767707,1.8526809
0.124093786,1.4964514,1.013273,0.6613683,0.647112,0.0,2.184805,1.7706819,5.461213,2.3319938,2.0444217,3.0192616,1.313476,2.2859738,0.0,1.3962986,1.26428,0.0,0.0,0.0,1.0058565,1.4968811,2.530579,2.714183,2.6775608,1.1584532,0.0,0.53306717,1.6263572,0.0,1.653299,2.408913
2.7048512,1.5389501,1.8517411,2.0468273,3.4548748,0.0,3.0262828,2.2057939,4.503804,2.8091311,2.9103458,1.8381045,1.7772975,1.8252747,0.0,3.0837755,2.5450153,0.0,0.0,0.0,3.2430294,1.896935,3.3835204,1.663258,3.0311613,0.66177315,0.0,1.2845248,1.2328881,0.0,1.4221753,2.1094372
0.82806313,0.88649017,1.7776303,0.9288057,2.3325644,0.0,1.4055195,2.0495777,3.8054078,3.9733906,2.480319,2.2332861,1.8019258,2.2003305,0.0,2.0832,0.686598,0.0,0.0,0.0,2.395356,0.059022672,1.0795779,1.4464308,1.7332485,1.3289833,0.0,1.2148368,0.42603987,0.0,0.49353912,2.8921826
2.002697,1.6361309,0.42752248,1.842275,2.046294,0.0,2.100119,2.657173,4.5254703,1.7498235,1.8589417,2.286751,2.2352617,1.4328736,0.0,3.5116549,1.1722677,0.0,0.0,0.0,1.6544536,1.2536348,2.8001463,2.4204297,2.9187357,0.9085885,0.0,0.88501424,1.2639273,0.0,2.5110295,1.8656152
1.7842898,1.8376383,1.0533184,0.9013114,1.4391423,0.0,2.4219463,2.9994211,4.9439626,1.6185447,2.0508778,1.9589736,1.7207377,1.908006,0.0,2.108503,1.2842206,0.0,0.0,0.0,0.6626677,1.5216782,3.4283834,3.1439753,2.853349,1.4039099,0.0,0.62649155,1.6398447,0.0,2.9892893,2.8396995
1.7991954,1.8439915,2.0744898,0.911948,2.2227132,0.0,2.4199028,3.0443244,4.6751685,3.5008774,2.6028655,2.6662471,1.2793486,2.5152354,0.0,1.9973185,0.66332716,0.0,0.0,0.0,1.9502523,0.5919752,2.048496,2.5929945,3.3777337,1.0691183,0.0,0.87727845,0.1974335,0.0,1.6150874,2.9830697
2.2777555,1.2057562,1.7202688,1.5079807,2.8124003,0.0,1.6140174,2.5959938,3.466976,3.3149505,1.6109557,2.0014944,2.021681,2.2117436,0.0,2.6463766,0.5108506,0.0,0.0,0.0,2.2788427,0.4798831,0.86848164,0.5664647,2.154062,0.90420836,0.0,1.6150382,0.6089014,0.0,1.2290407,2.460355
0.884757,1.2126724,0.3856652,1.8638419,0.56170374,0.0,1.0236363,1.6807779,1.983217,1.6768355,0.0,1.7183781,1.4460906,0.858467,0.0,2.1146727,0.88847864,0.0,0.0,0.0,1.8337412,1.2467005,2.2381468,0.92108554,1.895799,1.4794606,0.0,1.5753447,2.0148885,0.0,1.7245308,1.2635412
3.0363634,1.3760133,2.1660135,1.7137007,2.3963697,0.0,2.8290448,3.166951,4.368153,4.5571313,1.1454593,2.7794838,2.9176426,3.451853,0.0,3.3214228,0.5014792,0.0,0.0,0.0,2.4646418,0.72582054,1.6650887,1.6912323,3.2283459,1.4430171,0.0,1.8071935,0.6471281,0.0,2.3913713,2.80032
0.6205424,0.6161616,0.2865246,1.2329338,1.5391754,0.0,0.15637186,1.4109693,1.5458095,1.982411,1.0410933,0.9322897,2.036539,0.68839645,0.0,2.4119358,0.7942305,0.0,0.0,0.0,1.3023798,0.6471285,1.857668,1.0269061,0.69079757,1.8127459,0.0,1.6369089,1.9389398,0.0,1.5388414,1.8310473
1.7756896,1.0316029,2.2993536,1.0018631,2.9135342,0.0,3.3737495,2.2642782,4.628144,2.8776822,3.5763125,1.0710855,2.421784,1.8864968,0.0,1.4932675,2.8721447,0.0,0.0,0.0,3.231251,1.4979742,4.2980504,3.2035348,1.9120812,2.2757764,0.0,1.3046612,1.0776545,0.0,2.0010636,3.5026875
2.0884953,0.57502985,1.4505837,1.3318243,3.0320313,0.0,2.2170753,1.0599978,1.3033069,2.5940905,2.1049845,0.5336813,2.9949498,1.2769387,0.0,1.9668335,2.0365338,0.0,0.0,0.0,2.996847,1.2986094,2.8558557,1.9338515,1.6494064,2.2571487,0.0,2.3855584,0.66425616,0.0,2.3276095,1.7045879
1.741578,1.5426475,0.33652443,1.3724918,1.8338779,0.0,2.0089765,2.07878,3.9874995,1.9969934,1.8640295,2.4753892,2.293295,1.7197266,0.0,3.2516882,0.8643728,0.0,0.0,0.0,1.0509887,1.2780951,2.3938677,2.7484002,3.2069435,0.92926395,0.0,0.9756214,0.89863646,0.0,2.7601612,1.4427221
1.3884448,1.2058531,0.63854414,1.6876243,1.822984,0.0,0.8117982,2.6806762,3.167143,2.242878,1.6470765,1.2303394,1.5778943,0.90762305,0.0,3.4496925,1.1912266,0.0,0.0,0.0,1.406981,0.86312443,2.9478922,1.4712746,1.5839033,1.3744539,0.0,0.8781915,2.302328,0.0,1.6111487,2.517404
2.1081898,1.4940469,0.9136872,1.5963597,2.5242312,0.0,1.5161308,3.6442165,4.5566893,2.4892435,2.8654525,1.231789,1.9000432,1.1888893,0.0,4.1902995,1.47794,0.0,0.0,0.0,1.3170522,0.78136575,3.917384,2.748813,2.109676,1.4124947,0.0,0.37478954,2.026262,0.0,2.2363234,3.3697686
1.7424146,1.2481972,0.90794665,2.0108023,1.5446526,0.0,1.6798806,2.7086582,4.6662984,1.7526134,0.6038497,1.8222573,2.055323,1.645472,0.0,2.6860883,1.4052243,0.0,0.0,0.0,1.8239355,1.5188687,2.41124,0.44418994,1.4256182,1.1524497,0.0,1.3044658,2.8726864,0.0,1.6902288,2.6088102
2.1925607,1.6250162,2.2458546,1.590767,1.7979553,0.0,2.5317342,3.3356898,4.0340676,3.5005894,1.2751306,2.2571309,1.6126153,2.4195197,0.0,1.982642,0.8036278,0.0,0.0,0.0,2.8039234,0.6457532,2.2764251,1.6787168,2.798076,1.5792552,0.0,1.4020162,0.7752567,0.0,1.6348993,3.1057088
0.9571762,1.7336012,0.4393526,1.300806,1.2736871,0.0,2.2655375,2.2251952,4.3252983,1.5108432,2.2441144,2.4787722,1.8112035,1.2230185,0.0,2.2591546,1.2228936,0.0,0.0,0.0,1.7154865,1.1460679,3.198973,3.5899007,3.148367,1.3794272,0.0,0.675725,0.67226326,0.0,2.5372024,1.8463132
1.2448831,0.6725013,2.1294634,0.38552827,2.4241633,0.0,1.6656016,0.7207413,2.2351403,4.4850793,2.651683,1.3290501,1.5744556,2.5208323,0.0,2.2144723,1.8562961,0.0,0.0,0.0,1.2562187,1.6465875,2.5992353,1.6851155,2.2006054,1.5132724,0.0,1.5881991,1.6851625,0.0,1.2749704,2.1295216
1.5463513,0.8655178,1.0430899,1.2672496,1.5213127,0.0,1.2586238,2.161504,4.016057,3.1023064,0.852883,1.8528595,2.3067353,2.4217308,0.0,3.1298203,0.9692487,0.0,0.0,0.0,0.6232514,1.3901898,1.9715611,0.7529382,1.5365307,1.3007929,0.0,1.3096108,2.8811,0.0,1.9036982,2.576174
1.1896225,1.35652,1.0860255,1.2439245,2.0900886,0.0,0.62183243,3.2184896,4.3192825,2.3720737,2.5622342,1.0868888,1.056592,1.0357757,0.0,3.2282374,1.4348507,0.0,0.0,0.0,0.9156251,0.9170678,3.446686,1.7424176,1.3506949,1.3707137,0.0,0.37484246,2.9270356,0.0,1.3946403,3.5383902
1.9253222,1.5430955,0.77590376,1.4540728,1.8247273,0.0,1.3232203,2.894339,3.6784523,1.3943142,1.4309009,1.2457916,1.541883,1.16147,0.0,2.7062075,1.1943789,0.0,0.0,0.0,0.9214397,1.3290144,2.8972948,1.4984975,1.8790643,1.1871349,0.0,0.96372974,2.3015282,0.0,2.2549584,2.5452611
1.7237775,1.0362319,2.250867,1.3197136,2.0000036,0.0,3.0274398,1.504443,3.422462,4.110849,2.0543683,1.8650856,1.9104652,2.592461,0.0,2.1407788,2.2867866,0.0,0.0,0.0,2.8015027,1.8434933,3.5016615,2.1148708,2.7579942,1.7783383,0.0,1.62366,1.5191712,0.0,1.5921881,2.3276913
1.6398861,1.3056303,1.5820333,1.6021361,2.4859953,0.0,1.8033847,2.5751984,3.3463361,3.7884655,2.188552,2.369064,1.9990513,1.8616266,0.0,2.893172,0.6299499,0.0,0.0,0.0,2.9481957,0.056328893,1.7242471,2.047881,2.7250307,1.3726197,0.0,1.3612071,0.0,0.0,1.2560226,2.4291604
2.1712685,1.4752599,1.7944167,1.5731878,2.5783572,0.0,2.6277368,1.4645205,2.6920824,3.1482902,2.2435734,1.8070041,1.390595,1.8467419,0.0,2.4897997,2.0560305,0.0,0.0,0.0,2.5746834,1.8980154,3.1991637,1.9752042,3.4114943,1.0372318,0.0,1.5555053,1.0158169,0.0,1.7308633,1.4097381
1.4165827,1.4803194,0.5042779,1.0562321,1.9247333,0.0,1.4298524,2.5899475,3.1228085,1.6412603,2.568784,1.2185369,1.812712,0.7692738,0.0,2.812956,1.1142114,0.0,0.0,0.0,1.0553765,0.7600144,3.4184415,3.3564818,2.3387861,1.6527085,0.0,0.69418955,1.0445939,0.0,2.6826506,2.3455
1.9233283,1.7675422,1.7081275,1.7178527,1.6241982,0.0,2.3025224,3.6795135,6.728378,4.029318,2.1486762,2.911987,1.4306946,2.894967,0.0,4.3200126,1.4970882,0.0,0.0,0.0,1.1180694,1.5513402,3.7744358,2.2832196,3.1854055,0.84108686,0.0,0.14410906,3.073611,0.0,1.7685933,3.569217
1.7254559,0.573116,1.2504565,0.68268186,3.109858,0.0,2.475258,0.25386414,2.074653,1.8183097,2.487237,0.9780989,3.0876608,1.5756464,0.0,0.90222526,1.93092,0.0,0.0,0.0,2.3972156,1.595604,1.9095733,2.0200164,1.7266103,1.730644,0.0,2.3483837,0.08851721,0.0,2.3799715,1.236467
1.4075583,1.001874,0.6943683,1.2622634,1.0997494,0.0,2.0389624,1.9746988,3.688735,1.2634063,0.5032686,1.5745113,2.7207172,1.6754622,0.0,1.4074503,1.1911576,0.0,0.0,0.0,1.5277772,1.413685,2.224594,1.4798601,1.3654498,1.8783232,0.0,1.6993672,1.9021785,0.0,2.6225443,2.247987
1.215819,1.5224584,1.4311306,1.6239321,0.88928986,0.0,2.40984,3.310179,5.531649,3.2268505,1.7116709,2.3680522,1.6620566,2.1411326,0.0,2.9880104,1.6212903,0.0,0.0,0.0,1.9432143,1.228901,4.1018906,2.808292,2.5394115,1.811837,0.0,0.48425376,2.4936147,0.0,1.9563472,3.4565914
3.041545,1.3564776,2.643741,0.94180775,3.8100774,0.0,3.5345995,2.555317,6.1366467,5.0592523,4.2416286,2.2797632,2.3246307,3.6799262,0.0,4.0722594,2.4188476,0.0,0.0,0.0,1.598443,1.9388822,3.7650325,3.0399723,3.6446686,0.7931536,0.0,0.71322024,1.4912403,0.0,2.0835552,3.3071597
1.5180703,1.5398351,0.0022539506,1.6417631,2.0806534,0.0,1.6500748,1.9618847,3.5661342,1.4267868,2.06523,2.2790787,2.1415331,0.96687895,0.0,3.26884,0.906499,0.0,0.0,0.0,1.5616913,1.0370102,2.3399303,2.630844,2.9727,0.8271657,0.0,0.95078725,0.62129104,0.0,2.431537,1.1319866
